chr2	231612622	231612795	.	1000	.	105.97719	-1.00000	4.46830	98
chr12	53746694	53746904	.	1000	.	105.84582	-1.00000	4.46830	103
chr17	50200575	50200802	.	1000	.	105.62151	-1.00000	4.46830	182
chr5	180090423	180090827	.	1000	.	105.34576	-1.00000	4.46830	202
chr20	49611232	49611369	.	1000	.	105.31616	-1.00000	4.46830	60
chr12	15221350	15221564	.	1000	.	105.21187	-1.00000	4.46830	118
chr11	130862059	130862260	.	1000	.	105.20636	-1.00000	4.46830	105
chr2	219642548	219642748	.	1000	.	105.17032	-1.00000	4.46830	89
chr22	38353263	38353400	.	1000	.	105.11624	-1.00000	4.46830	58
chr14	104078038	104078240	.	1000	.	105.11048	-1.00000	4.46830	109
chr3	50616052	50616228	.	1000	.	105.06353	-1.00000	4.46830	68
chr15	34343156	34343355	.	1000	.	104.93917	-1.00000	4.46830	90
